screen_name,url,verified,location,description,followers_count,friends_count,created_at,favourites_count,statuses_count
madisonw3199,,False,cape cod,cape cod - wvu '21 - delta gamma,412,514,2014-03-17 20:26:09,8999,618
izzysalsbury,,False,"Stafford, England",,204,307,2015-09-30 15:00:14,3714,354
JNaylorz,,False,,"18, One does not see simply by opening the eyes",285,514,2012-07-09 20:26:46,4738,2363
HammadJani5,,False,"Punjab, Pakistan",Sports Sports Sports Commentary News Business & Finance Journalists & Pundits Weather Politics Entertainment TV Shows,2,157,2017-03-10 20:22:03,40,8
simpson9154iu,,False,,,0,47,2018-03-22 17:12:48,0,0
ktoomiiah1711,,False,,,0,39,2018-03-22 17:15:05,0,0
PetCar4C,,False,,,0,93,2018-03-22 17:14:05,0,0
Sheetal28770003,,False,,,0,29,2018-03-22 17:12:09,1,0
Joelle_Jodoin,,False,,,573,424,2013-01-04 18:08:54,2080,3985
Vunka8,,False,,,1,50,2018-03-15 11:04:33,13,0
tnwinegirl,,False,"Atlanta, GA",,0,15,2010-09-29 02:28:36,0,0
NnondoH,,False,,,0,15,2018-03-22 17:04:38,0,0
vZwSLSlKuT7Y8lI,,False,,,0,2,2018-03-22 17:11:12,0,0
3zEz28520563,,False,,,0,39,2018-03-22 17:07:23,1,1
Waheed151Ahmed,,False,,,3,105,2017-04-21 12:25:58,23,0
kc3148,,False,,,2,17,2010-05-27 09:52:07,38,2
Givenphiri,,False,"Lusaka, Zambia",social entrepreneur//philanthropist//child activist,35,404,2011-08-02 19:41:07,0,7
asmahaddad3,,False,Tunisie,formatrice d'anglais,4,67,2014-01-25 21:46:19,0,1
AndyGil86471172,,False,,,0,91,2018-03-22 17:04:04,0,0
BeckmanClaire,,False,,CO | OKC sc: claire_b2017,216,213,2013-09-26 00:56:58,1479,187
Mzodumombucela1,,False,South Africa,"Yes,that's me guyz",5,203,2018-03-20 06:48:07,0,0
glittergurl247,,False,,,0,31,2018-01-16 03:19:03,0,0
QvdFEfPKZNWN3Ap,,False,"New Jersey, USA",ai,0,18,2018-03-12 01:08:02,171,15
Chriskimaro1,,False,,,0,6,2018-03-22 17:13:46,0,0
bharatr40491688,,False,,,0,48,2018-03-22 17:14:48,0,0
lili__diazz,,False,"Waynesboro, VA",,95,156,2016-08-17 01:17:44,68,26
Gasper753,,False,,"Gamer that will be usually posting shitty content. if you're famous please retweet my stuff so i can get famous too.

stuck between portuguese and english",25,85,2014-02-05 20:45:42,77,97
LsZG8MnY4ServIE,,False,,,0,1,2018-03-22 16:47:46,0,0
Sandro10304930,,False,,,0,136,2018-03-22 17:13:56,0,0
RachidBenMbarak,,False,casablanca,,1,10,2011-08-12 10:01:25,0,0
PietroPortes,,False,,,6,319,2015-09-03 19:21:43,120,30
Nick76681245,,False,,Hello,5,95,2018-01-05 03:20:06,0,4
mcauliffe13,,False,,Long Island/Newark,156,170,2011-08-23 02:42:14,1512,1193
Niceu_Paprika,,False,,,0,28,2018-03-22 17:05:06,0,1
paul_seth,,False,"Maua, Kenya",,10,105,2018-03-09 14:42:21,58,1
lDETQRJ12jVNWyk,,False,,,0,118,2018-03-22 17:11:04,0,1
paulajbeatty,,False,,,8,19,2013-11-15 02:13:25,1,0
Tenso2018,,False,,,0,1,2018-03-22 17:09:36,0,0
johnnybkkn,,False,,,16,600,2015-02-15 15:13:29,4,33
_crodkey_,,False,,,169,378,2014-04-06 16:53:21,1138,1343
AlanBienlein1,,False,,,1,38,2018-03-22 17:11:22,0,0
Momi_H21,https://t.co/MfNYh9JKPs,False,,,0,13,2017-02-08 22:21:00,1,0
YeoKy2337664,,False,,,0,116,2018-02-19 23:18:57,0,1
Muhamma13600392,,False,,,5,71,2018-01-06 05:49:49,0,1
JoelKarlik,,False,,,0,19,2018-03-22 17:07:25,0,0
rong12180710,,False,,,0,54,2017-08-18 12:06:55,0,0
ce_al_go,,False,,,0,7,2012-12-06 17:24:49,0,3
Fussel347,,False,,,1,6,2011-12-18 23:52:32,0,0
MangadoddiP,,False,A.P,Mangadoddi Chethan,1,168,2017-12-09 06:24:59,67,8
Mohamed16885378,,False,,,1,98,2018-01-13 20:42:53,0,1
GxmTRk795Xlkw73,,False,,,0,14,2018-03-22 17:13:26,0,0
michaelrosson5,,False,,,0,66,2018-03-22 17:14:12,0,0
EnyelbertDavid,,False,,,0,21,2018-03-22 16:41:45,1,0
coreysmith136,,False,,,134,247,2013-06-29 22:08:22,164,725
RajaJamshedUll2,,False,,,0,100,2018-03-22 17:08:11,0,0
dabs234,,False,,,0,20,2018-03-22 17:14:34,0,0
johnsonblazing,https://t.co/DIgjSb3VvA,False,Earth,Creating Ingenious Art with Fabrics,1076,586,2011-06-18 13:53:54,13905,960
BUBBAHODGE,,False,"Salem, KY ","I cast no stones, I build no walls, I tell the truth, truth comes to call. I try to walk that narrow way. Sometimes I go over the lines........ - Cody Jinks",301,823,2010-05-20 16:18:10,792,1948
Savanna83952498,,False,"Ohio, USA",Photography DIY & Home Trending Hip-Hop/Rap,0,66,2018-03-22 17:14:15,0,0
Shawn_Gibbs55,,False,"Kansas, USA",I Iove being a country boy,28,220,2018-02-10 18:47:09,86,65
samykhan72,,False,Pakistan,male 35,2,131,2013-03-15 09:35:26,502,182
Gchandamare,,False,,,0,29,2018-03-22 16:58:27,0,0
douglas65231207,,False,los teuqes estado miranda,abel santa maria cuadrado universidad de las villas claras republica de cuba villa clara cuba luchador social frente francisco de miranda,16,260,2012-12-29 20:22:09,0,38
Tiara54172880,,False,,,1,96,2018-03-22 16:53:49,1,0
OctavioRj051,,False,,,0,87,2018-03-22 17:13:34,0,0
goddy_dede,,False,,,0,7,2018-03-22 17:06:52,0,0
BenjaminVan7,,False,,,0,63,2018-03-22 17:12:20,0,0
SmileAl86079291,,False,,,1,70,2017-05-07 01:26:04,7,7
DarwishRebecca,,False,,,1,33,2018-03-22 17:11:53,0,0
Yuval_Navon2710,,False,,,1,37,2018-01-09 13:13:59,34,8
MNDFKD666,https://t.co/d6ALaNJOY5,False,Los Angeles. CA.,"Music Producer, Gamer, and Skateboarder from LA",19,25,2015-01-22 08:48:28,3,126
AbdElha46154402,,False,,,0,59,2018-03-22 17:13:42,5,0
Esara020Moh,,False,,,0,51,2018-03-22 17:13:48,0,1
gK6tDk9C6gXgxUm,,False,,,0,70,2018-03-22 17:13:33,0,0
Ricardo30301732,,False,,,0,26,2018-03-07 17:25:12,0,0
JayBhagdev,,False,,,0,26,2018-03-11 20:14:37,25,0
ssenyongacrais,,False,,,1,59,2018-03-22 17:11:45,0,0
AshleyM61607163,,False,,,0,40,2018-03-22 17:13:19,0,0
Kamlesh75235080,,False,,,1,4,2017-12-21 02:20:45,0,0
keivin_santiago,,False,,Se que estas viendo mi perfil,1,23,2018-03-07 03:47:15,64,12
gdia_drick,,False,"Kampala, Uganda",You just got sharked,2,114,2017-09-10 13:03:17,13,2
NdonDhavee,,False,,,0,19,2018-03-22 16:50:18,0,0
7N3SMH7hFwYWKdf,,False,,,1,65,2018-03-20 21:48:18,1,1
ZaeoneH,,False,,,0,16,2018-03-22 16:58:47,10,4
806_tanveerjutt,,False,,,1,95,2018-03-22 17:13:33,0,0
bgraca521,,False,,,3,113,2017-07-10 02:43:25,10,8
dom_coles,,False,,,1,13,2013-06-26 19:28:05,3,0
SepdiSubandi,,False,,,5,236,2018-02-24 11:24:28,3,0
leif_ahlin,,False,,,0,6,2013-09-16 08:10:27,1,1
N9lHrT2bwiV8jOQ,,False,,,0,112,2018-03-22 17:11:23,0,0
FrejaThybo,,False,,,0,7,2018-03-22 17:11:19,0,0
ApterMotl,,False,,,0,1,2018-03-22 17:13:19,0,0
ownthefuture89,,False,,,37,428,2018-01-03 08:09:58,728,24
georgianadumi13,,False,,,0,44,2018-03-18 11:01:10,0,0
DaddysWhiskers,,False,The Sun,,15,146,2017-12-27 14:33:28,256,58
shakayla_thomas,,False,United States,,1,36,2015-01-28 16:05:55,32,28
dlmacone,,False,CT,,4,62,2012-08-01 00:04:17,36,1
slinslair,http://t.co/BgIpbjlp9s,False,,Mom of two. Married. Lover of food and drink. Restorer of Twin Oaks,77,331,2012-04-08 04:28:12,101,463
AriesUbun,,False,,,0,29,2018-03-22 17:11:05,1,0
Amaduba08240510,,False,,,0,5,2018-03-22 17:10:05,0,0
beam_nopporn,,False,,,0,58,2018-03-22 17:13:02,0,0
WanGuanglu,,False,,,3,80,2015-10-03 22:11:00,0,3
nycewilliam1951,,False,,,0,16,2018-03-22 17:05:58,0,0
Caleb55704909,,False,,,0,20,2018-03-22 17:11:36,0,0
oneoneohohone,https://t.co/ZjaONTnMmo,False,"Minnesota, USA","inappropriate mom, silly wife, liberal agenda, sunny outlook",117,68,2010-04-30 00:53:04,181,489
Marvelo39865114,,False,,,1,123,2018-03-22 16:59:43,0,0
MalufWilson,,False,,,0,5,2018-03-22 17:11:42,0,0
AsmatAl36380040,,False,,,1,107,2018-03-22 17:12:12,0,0
coonyan65,,False,,,0,57,2018-03-22 17:08:19,0,0
rokpdopyi1784,,False,,,0,98,2018-03-22 17:09:32,0,0
arung42974225,,False,,,0,81,2018-02-18 04:51:22,11,1
FCariolot,,False,,,0,21,2018-03-22 17:12:40,0,0
fouretjeanmarc1,,False,France,,0,31,2018-03-22 16:43:59,1,1
DuniaMoukdad,,False,,,21,48,2014-04-30 23:15:08,224,134
lbfmvzzextgb131,,False,,,0,31,2018-03-22 17:11:20,0,0
bin11114,,False,,,0,2,2018-03-20 10:29:22,0,0
Alex02874655,,False,,,0,1,2018-03-22 17:09:12,0,0
Ismail19989,,False,,,0,63,2018-03-22 17:12:26,0,0
JimHorne19,,False,,,0,3,2018-03-22 17:06:22,0,0
6kidsnodog,https://t.co/AWz2ob8WI7,False,"Utah, USA",,1,16,2017-06-22 14:30:28,38,254
AbduKanwa,,False,,,1,12,2018-03-22 17:12:19,0,0
Yeahwha06921150,,False,,,0,5,2017-03-02 05:09:18,0,2
Dscharpp,,False,"Solana Beach, CA",,19,322,2017-10-01 19:18:15,4,8
gabyholweck,,False,,sometimes sassy | Biology @ uOttawa|,270,233,2009-07-14 13:15:01,4913,15906
mitch_denooy,,False,,,0,5,2018-03-22 17:11:40,1,0
NobeTaha,,False,,,0,38,2018-03-22 17:09:44,0,0
Bcolpack97,,False,,"Find me drowning myself in beer somewhere near you 
Westfield '19 - hopefully",191,490,2011-01-28 05:28:22,3145,4674
MARILYNSORENSE1,,False,,,0,5,2012-03-16 18:01:15,0,0
Athenas_daddy,,False,,,220,211,2009-08-04 04:13:04,4901,6599
DivaVito,,False,,,0,19,2018-03-22 17:04:52,0,0
yuri_fedz,,False,,,0,21,2018-03-22 17:10:48,0,0
KeeleAmanda,,False,"Illinois, USA",Mom & wife with a desire to see the world,2,30,2018-03-22 15:49:13,0,0
10574489David,,False,,,0,61,2017-01-20 01:45:59,0,0
denni_valdez,,False,,,1,3,2017-09-18 23:28:37,1,1
AdnanMi52736070,,False,,,0,117,2018-03-11 07:52:57,2,0
Reyes74_Rueda,,False,,,0,105,2014-12-25 20:49:49,2,1
JuanMaggie4,,False,,,0,81,2018-03-22 17:10:54,0,0
teresa13312346,,False,,,1,80,2017-12-27 04:46:54,69,10
DrikusNoordhoek,,False,,,9,21,2011-11-01 21:00:15,3,4
olimpia91769362,,False,,,0,36,2018-03-14 20:37:04,0,0
chris_belleton,,False,,,41,89,2016-03-23 15:17:15,82,5
GoglikaGSXR,,False,,,1,57,2018-03-22 17:10:28,0,0
1I3k4esTuS9jzj1,,False,,,0,50,2018-03-22 17:10:43,1,0
qzvjveqfq,,False,,,0,14,2018-03-22 17:09:43,0,0
msh06el,,False,,,0,30,2018-03-22 17:11:43,0,0
adelsha21649200,,False,,,0,61,2018-03-22 17:09:44,0,0
Jonatha30667969,,False,,,0,2,2018-02-26 20:05:46,0,0
nathake,https://t.co/qhOC5MByQj,False,France,"Mystic-gypsy, Charmeuse de serpents, Holistic healer for humans & animals",274,302,2009-10-10 11:46:01,12,1672
lola52622510,,False,United States,Soccer Country,0,27,2018-03-22 17:12:53,0,0
tyopeodu,https://t.co/BW2Gg2fxgQ,False,Beside you ,"I LOVE to scream et shout, I value Godliness,  creativity & ingenuity. #Christmyfirstlove #InboundMarketer #SerialEntrepreneur #AmbitiousWoman IG:@ty_opeodu",867,848,2012-03-06 06:32:41,456,14542
BairagiDeepak1,,False,,,0,118,2018-01-04 13:06:14,60,3
Kamilladashing,,False,,,0,12,2018-03-22 17:10:26,0,0
AdolfoVicente18,,False,,,0,21,2017-05-23 17:32:52,8,4
LightsWall,,False,,,11,135,2018-03-15 20:44:55,2,39
deepakorai786,,False,"Greater Noida, India",rise above negativity of others stay positive,6,108,2011-11-04 17:20:09,63,8
mario770430,,False,,,0,7,2018-03-22 17:05:25,0,0
Will_Maxfield,http://t.co/WM2wnIwYab,False,Stoke-on-Trent,what took you so long? was there a queue at the post office?,327,824,2009-07-27 12:09:24,270,1671
rahmat33628699,,False,"Bandung, Jawa Barat",Bismillah,1,89,2018-03-22 17:10:54,10,1
Bonaimkm,http://t.co/8MazgvccZH,False,nairobi,me n u,34,104,2011-12-25 12:58:27,13,26
kenny_79,,False,,,39,110,2011-03-28 18:49:27,265,557
81Yelissa,,False,"Massachusetts, USA",,5,10,2016-05-25 14:24:49,2,0
RamachandraKam7,,False,,,0,43,2018-03-22 17:10:26,0,0
HayalEren3,,False,,,45,149,2017-10-20 23:57:54,89,3
Khuyaga90766064,,False,,,0,55,2018-03-22 17:10:38,0,0
upMjxJgUaWwUi4f,,False,,,0,1,2018-03-22 17:10:59,0,0
mahad_taree,,False,,,0,53,2018-03-22 16:52:28,0,0
Kutesa5,,False,,,2,46,2018-03-22 13:24:30,1,0
AJapar4,,False,,,0,29,2018-03-22 17:03:39,0,0
Derr20478027,,False,,,2,112,2018-03-22 17:12:00,1,0
mccannhannahgm1,,False,"Drighlington, England","Just a small town girl, living in a lonely world",6,34,2018-02-07 20:46:23,0,4
jitendershah534,,False,,,102,318,2017-06-30 07:51:39,20,13
brandybey,,False,,I love GTA. Deal with it. Shit this. I don't care what you think. Sucker.,0,10,2012-02-11 11:21:34,0,1
chriszballer,,False,,,184,160,2010-03-05 11:13:10,203,790
paulevin4,,False,,,1,134,2018-02-04 05:05:32,0,0
calientefolife,,False,,,0,23,2018-03-22 17:11:28,0,0
DoItLikeYanci,,False,615.,"innocent, until proven guilty.",1198,649,2012-06-09 05:48:50,9610,28710
AaronHsain,,False,,,19,126,2014-10-02 01:37:50,0,1
NirranjenC,,False,,,1,48,2018-03-22 14:26:42,0,0
Betty74482232,,False,,,1,9,2018-03-14 07:12:10,1,0
Causeanxiety,,False,,Mental health is as important as air or water so don't treat it likes its not.,3,24,2018-03-22 04:45:39,5,4
Vivian09329443,,False,Liberia,My consistency and I'm innovative.,0,11,2018-03-22 17:10:48,0,0
AlanRShultz,,False,,,0,1,2018-03-22 17:11:18,0,0
xQ2Xp64tcqq8Sr2,,False,,,0,109,2018-03-22 17:10:26,0,0
wanjohilewis2,,False,,,21,69,2015-06-19 11:03:06,0,0
steen1780,,False,,,0,41,2018-03-22 17:09:27,0,0
Amarjit52210487,,False,,,2,45,2018-01-29 16:33:42,0,2
Maneesh25184443,,False,,,2,50,2018-01-11 04:42:14,11,2
jujong1949,,False,,,0,359,2010-05-06 22:04:35,10,3
GreenEggsnSam55,,False,,Hakuna Matata,109,411,2011-06-10 13:01:58,833,3115
DivyaIneni,,False,,,0,4,2018-03-22 15:10:59,0,0
Nazehismail3,,False,,,0,29,2018-03-22 17:11:06,0,0
_wangroyal,,False,China,,3,24,2012-02-05 15:24:27,1,2
FrankCh22265784,,False,,,0,77,2018-03-22 17:11:49,0,0
staranko7924pl,,False,,,0,95,2018-03-22 17:10:42,0,0
Shehabeldeenou2,,False,,,1,5,2018-03-21 20:19:52,0,1
mcconkey_tina,,False,,,0,4,2017-05-30 21:17:41,0,0
Tom56125815,,False,,,0,18,2018-03-14 17:01:43,0,0
kingkashif20556,https://t.co/WLdkaUJaye,False,"Punjab, Pakistan",profecaer dr work at https://t.co/XzGpiJOIQG and https://t.co/oLENR8GHUT,9,236,2016-11-07 15:39:21,10,82
IyaboAbe,,False,,,27,139,2016-07-11 09:36:38,34,31
osama74515071,,False,,,1,56,2018-03-22 17:11:41,0,0
kamalka63046404,,False,,,2,24,2018-03-20 11:19:27,8,2
desoukybgmailc1,,False,,,4,60,2016-09-18 16:37:47,2,1
RobBerwick14,,False,,,1,15,2018-03-22 17:09:50,0,1
Vismock,,False,,,23,148,2017-09-18 19:13:35,0,0
prettybird5992,,False,United States,,29,211,2015-08-17 20:49:20,26,6
DorreJim,,False,,"Retired Engineer living in Kingman, Arizonza",0,11,2017-11-12 17:32:23,2,0
mohamed67845506,,False,Sudan,Trending Travel Pop Hip-Hop/Rap eSports Music Art Movies Photography Design & Architecture,1,184,2018-03-22 17:10:47,0,0
pommernbach,,False,,,2,22,2016-12-28 17:15:03,3,6
lfrlawpc,,False,Plainview,"Lauren F. Riesenfeld Law, P.C. is a boutique law firm on Long Island specializing in matrimonial/family and criminal law.",0,17,2018-03-22 17:10:50,0,0
jtg1299,,False,,,6,28,2014-12-26 20:04:55,25,1
william68710799,,False,"Glasgow, Scotland",William Roberton,7,194,2018-03-22 05:15:49,0,0
edmore_kurima,,False,,,1,108,2018-03-22 16:23:04,0,0
elabasy50,,False,,,138,787,2014-01-13 21:42:46,994,1364
DEGrifFB,,False,,,0,5,2016-06-25 02:32:41,0,1
ChicsThe4,,False,,,0,49,2018-03-22 17:11:10,0,0
Harvarinder1,,False,"Punjab, India",Deeply imagine,0,40,2018-03-22 17:09:28,0,0
Sadan10868539,,False,,,0,60,2018-03-22 15:57:28,0,1
CathleenWang9,,False,"California, USA",,0,2,2018-03-22 17:07:40,0,0
NIIADUC18701497,,False,,,0,60,2018-03-22 17:09:59,0,7
lindaqi0124,,False,,,5,70,2015-11-16 23:46:46,5,1
rosaguillermo3,,False,Santo Domingo,"naci el 6 de nov., soy casada, con tres hijos, soy cristiana catolica, anuncio que Jesus esta vivo y reinando y yo soy su discipula.",9,85,2013-02-04 16:19:20,0,12
M5aIWmOQIHIPN2V,,False,,,0,72,2018-03-22 17:10:04,0,0
drsaraa2,,False,,,2,58,2018-03-22 17:09:49,0,0
Brianlewis73,,False,,,6,13,2015-03-13 02:41:21,9,6
cmanjarrez10,,False,"Houston, TX",,47,64,2009-01-21 23:56:07,218,1030
Kishlay72937431,,False,"Patna, India",,0,6,2018-03-13 12:01:17,1,0
LeoKool,,False,,,23,14,2009-08-13 20:29:28,1,10
Chepe_L98,,False,"Arden-Arcade, CA","Entrepreneur mindset.
It's not about how you failed today, but how you progress into tomorrow.
916 & 831
@Chepe_L98",49,284,2016-04-26 01:09:36,168,53
krochel,,False,"Nashville, TN",,20,265,2009-04-23 20:34:01,7,33
GuyShonn,,False,,,1,3,2018-03-19 03:18:41,0,0
MennaAndSammy,https://t.co/m8ER1NqTQ8,False,,Watch our Fabtastic shows and follow us on instagram & facebook,0,55,2018-03-22 17:05:20,0,0
MENTALSHIVVER,,False,,,51,213,2017-01-06 16:29:10,61,24
sevdashahaliyev,,False,Azerbaijan,Translator :),1,41,2018-02-15 06:28:50,1,1
Mrmoustachee,,False,,,65,486,2015-03-17 22:58:00,495,455
gavinschroder1,,False,,,2,38,2018-03-22 14:56:20,0,0
ShiyuanZhang,,False,,,0,19,2018-03-22 17:10:06,0,0
jewbleens,,False,,,0,14,2018-03-22 17:10:02,0,0
BalaNaidoo4,,False,,,0,18,2018-02-20 20:18:23,0,0
BrittneyButtler,,False,"Texas, USA",I will probably tweet about my cat. #TAMU20,54,84,2018-03-18 22:41:10,40,18
MDABUSALEHMIR1,,False,Bangladesh,Graphics Designer and YouTuber,112,656,2017-11-23 11:16:50,37,10
luisalm147,,False,,,2,8,2011-12-29 15:37:10,2,6
tfvxjgqtlw,,False,,,2,91,2018-03-22 17:09:58,0,0
Lurkuh,,False,,,671,78,2016-11-19 01:11:01,1677,210
jumameshack7,,False,,,1,99,2018-03-22 17:07:31,0,0
Muhamma08969671,,False,Canada,NBA Sports Technology Politics,10,98,2017-09-29 23:44:45,72,35
CarmelKandie,,False,,,5,281,2012-05-20 23:20:59,365,170
Samat137,,False,Capetown South Africa,,21,159,2012-03-28 08:51:25,2,0
MohanadAlshaik2,,False,,,1,43,2018-03-22 17:05:48,0,0
santanakrishnan,,False,"Chennai, India",,21,328,2011-12-10 09:26:49,16,14
ajp1130,,False,,,0,1,2018-03-22 17:07:15,0,0
JohnySm73312431,,False,,,1,79,2018-03-22 17:10:17,0,0
innovacionenim1,,False,,,0,60,2018-03-22 17:10:11,0,0
Will18246853,,False,,,1,16,2018-03-22 17:11:13,0,0
AHoovanna,,False,"Sakleshpur, India","Student
I have to kill my enemy with my smile
Indian",4,113,2018-03-06 02:30:39,5,0
nickposenjak,,False,"Buffalo, NY",,69,53,2014-02-03 02:13:59,76,423
EliRHenderson,https://t.co/W18Eu5ODAu,False,"Queens, NY",I'm based in Manhattan. I hang my hat in Queens. Raised down south but I'm a worldwide local.  #recruiter,13,18,2016-05-28 14:40:06,31,17
Ohio87L,,False,,,3,120,2018-03-22 15:50:25,1,0
TammieLand1,,False,,,0,12,2018-03-21 22:28:23,0,0
mtaylor11101957,,False,,,0,2,2018-03-22 15:53:35,0,0
RWebb1771,,False,"Mount Carmel, IL",I spent years making fun of Twitter and now I have one,19,72,2018-03-22 16:37:03,2,3
rebirthWANG,,False,,,0,3,2018-03-22 17:08:49,0,1
RiyaCallaghan_,,False,India,,10,37,2014-01-27 15:44:45,73,15
Tb03318111,,False,,,0,4,2018-03-22 17:04:48,0,0
Mncedisisthe17,,False,"Durban, South Africa",It is simple DREAMS ain't gonna work if you don't.,14,26,2017-03-15 08:59:14,36,30
leslieryan2018,,False,,,0,1,2018-03-14 04:40:44,0,0
catherinedethl5,,False,,,1,39,2018-03-22 17:10:51,0,22
Jessica38943662,,False,"Iztapalapa, Distrito Federal",JSD....,0,7,2018-03-22 17:08:55,0,1
HadamFaris,,False,,,2,95,2018-02-13 14:03:31,10,12
RahibMusayev2,,False,,,5,15,2018-03-22 17:09:41,0,0
RPlanemo,http://t.co/hk8akx7Vjg,False,,,10,29,2011-08-08 13:53:46,86,217
AccelerateMTG,,False,"Newark,","At Accelerate Mortgage, we specialize in VA loans and offer a full suite of Government and Conventional loan products.",0,12,2018-03-22 17:07:51,0,1
inarabsharat,,False,,,0,66,2018-03-22 17:09:38,0,0
AasimHmooode,,False,Sudan,,2,45,2018-03-17 15:45:16,2,2
Saurabh29536819,,False,,,0,27,2018-03-22 10:24:29,0,1
MDarbakk,,False,"Sarpsborg, Norge",Loves to read and bath in the summer,0,4,2017-09-17 08:43:43,4,1
461gymrat,,False,,,0,8,2016-10-27 01:04:30,0,1
fore_max,,False,,,41,65,2014-06-26 04:10:17,7,0
piyalsaha67,,False,GARIAHAT ,,14,72,2010-12-25 14:04:04,0,16
1Z66Qpe8sqmQNix,,False,,,0,89,2018-03-22 17:10:15,0,0
TajaMonaa,,False,,,0,41,2018-03-22 17:04:33,1,1
nashtoto,,False,,,13,148,2012-09-23 11:19:20,6,524
PendleTweet,,False,,,11,21,2009-06-03 19:07:35,0,1
vivekr0291,https://t.co/m8baDPzuhw,False,"Seattle, WA",https://t.co/TRFPL9BCfZ C.E @stonybrooku. Infra Dev @microsoft. Volunteer @artofliving. Server-side performance and optimization algorithms interest me. Meditation is key.,249,332,2011-05-08 15:29:24,580,2312
realTumpDonald,,False,,,1,29,2018-03-22 16:53:55,0,0
raympat,,False,in a crowd ,,730,652,2010-08-09 06:16:44,22246,33698
Drakose12,,False,,,48,332,2013-08-03 15:47:17,18,7
ZFXwxy2bbexqIpz,,False,,,0,71,2018-03-22 17:09:15,0,0
lunacyose,,False,,,0,15,2018-03-22 17:07:57,0,0
achemind,,False,,,0,7,2014-08-05 05:44:16,0,1
ashkan_74,,False,,,0,5,2018-03-22 17:07:20,0,0
Datguywitdatats,,False,,,0,24,2018-03-22 17:09:20,0,0
UrimMatoshi,,False,Kosovo,,1,25,2018-03-21 18:37:01,5,1
Naf94840655,,False,,,0,32,2018-03-22 17:10:06,0,0
ChuckRockford,,False,,,60,55,2009-02-21 02:58:32,1,152
thetruefishboi,,False,,,1,36,2018-03-22 14:35:20,4,0
brendan_rice_,,False,,Long Beach,40,77,2015-03-30 01:04:48,27,7
Dewaaduq99,,False,,"DEWAADUQ agen situs poker online terbaik dan terpercaya serta di minati oleh masyarakat Indonesia 
Jangan ragukan lagi, Daftar sekarang dan jadilah jutawan !!!",0,16,2018-03-22 17:08:40,0,1
MargaretSculley,,False,,,0,2,2018-03-22 17:09:26,0,0
lengo_bht,,False,,,0,88,2018-03-22 17:08:03,0,0
RMitchell_28,,False,,,1,7,2016-05-19 02:32:20,1,0
MaggieT42192564,,False,"Fort Collins, CO",,0,36,2018-03-22 17:09:19,0,2
PerdewJohn,,False,texas -- florida -- wyoming,"runner, adventure seeker, lover of mountains and oceans | i believe |",105,441,2013-05-22 02:24:53,89,407
ptancreti,,False,"Columbus, Ohio",Mid-west inhabitant.,28,32,2008-02-05 14:12:12,1,44
neuman1671,,False,,,0,14,2018-03-22 17:08:24,0,0
wanglixin4,,False,,,0,4,2018-03-22 17:07:05,0,0
adamk1188,,False,,,6,96,2016-07-30 06:25:43,12,10
ThanZaw04490076,,False,,,1,40,2018-03-22 17:07:12,0,1
SuhaibTegani,,False,,,1,55,2018-03-19 18:53:27,0,0
MdAbdul1751711,,False,"Dhaka, Bangladesh","i am a student. 
studied Daffodil international university.

textil engineering.daffodil international university. Bangladesh .
i live Bangladesh",5,125,2018-03-17 10:21:47,62,1
gabrielbrackett,,False,,care to see the land & the water where nature created friendship,364,188,2015-01-01 02:31:08,4787,4822
JoshSpr02103890,,False,"Helotes, TX",O'connor FFA,1,6,2018-03-22 17:05:45,0,0
Tandy22925723,,False,,,0,48,2018-03-22 17:10:07,0,0
macuini,,False,,,4,76,2009-12-26 09:31:32,1,5
ahtlihaj,,False,,,0,85,2018-03-22 17:07:40,5,0
LeonSenpai_,https://t.co/MmdgMlfhxk,False,Singapore,I like clouds and tea cuz im gangsta af IG: @LeonSenpai_,256,212,2011-02-12 09:15:23,736,8541
junomeadlee,,False,,,0,1,2018-03-22 17:01:47,0,0
AgnesApell,,False,,,1,21,2018-03-22 17:03:49,0,0
saikris123456,http://t.co/H6rNO5E1rM,False,hyderabad,hi iam sai krishna ..... heavily called as KITTI ... I AM pursuing my btech in ACE ENGG COLLEGE......,16,154,2013-05-26 04:58:26,57,138
Aidannnnn21,https://t.co/j3zt2Yddln,False,,"""Vatos locos""-A.Lincoln",357,335,2016-06-29 02:00:57,808,1204
BlairBrianz,,False,,,7,59,2018-03-22 17:09:49,0,0
momand_irshad,,False,,,0,78,2018-03-22 17:09:47,0,0
RbBesh,,False,,,0,68,2018-02-24 18:05:13,0,0
younoussekabor,,False,,,1,118,2018-03-22 17:06:16,0,1
Shahid79134139,,False,,,1,76,2018-01-19 16:09:39,24,0
Dongyi90,,False,,"Be yourself, Enjoy life, Sweet home",3,8,2013-08-21 00:21:16,3,0
HeeyBrit_,,False,,,0,18,2018-03-22 16:57:50,0,0
JaciFleenor,,False,,,0,21,2018-03-22 17:03:58,9,2
ThierryDevress1,,False,,,0,4,2018-03-22 16:55:37,0,0
Ananth_Official,,False,Chennai,,71,394,2009-11-20 03:49:37,4,89
rJnwRw6KkutafQq,,False,,,0,82,2018-02-20 16:35:43,0,0
JasonTibaijuka,,False,,,2,100,2018-03-21 18:34:13,0,0
ShireenSamhan,,False,,,7,142,2013-01-01 07:51:54,9,22
